n=20
eps=0.001
matrix:
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 100 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 100 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 100 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 100 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 100 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 100 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 100 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 100 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 100 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 100 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 100 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 100 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 100 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 100 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 100 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 100 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 100 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 100 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 100 1
